,total_string
1621,I need seats for 6 at CHAR No.4 in Georgia
1622,Please book me a table for 1 person at a brasserie.
1623,book a restaurant for cupcakes for ten
1624,I need a table right now for four in ME
1625,I would like to eat fast food and have a party of two in Kentucky.
1626,book a tea house for 6 members with soul food
1627,Book a table for one at the Bear Hotel in Peru
1628,book a spot for six on October fifth in Mineola
1629,"book a table for jasmine, jeannie and leta"
1630,I need a reservation for Orthodox Good Friday
1631,"Book a food truck in Argusville that has fish chips
"
1632,"book a pub in Santa Claus, New Jersey for the First Day Of Sukkot"
1633,Book me a bar that's highly rated for georgia and I in Burkina
1634,book a restaurant for one in Skillman
1635,Book a restaurant for 1 in nine weeks 
1636,book a spot for six at a restaurant in NJ
1637,book a restaurant for 6
1638,book a brasserie for seven in West Yellowstone
1639,I need to get a restaurant reserved in SD.
1640,Book a restaurant in Darnell.
1641,book a restaurant in Anguilla for one at National Coney Island
1642,my step aunt and I want to go cheese fries at the tavern
1643,Please book a Uncommon Grounds Coffeehouse restaurant 
1644,Book a reservation for irene and rosella at The Room in the Elephant in Israel
1645,"Book PM Park, Clear Lake, Iowa at 5 am for 6 people."
1646,Can you get me a reservation at WWE The World around Av U
1647,Make me a reservation in Crugers at Marlton Circle for a party of eight
1648,Book a bar that serves ribs for 5 people.
1649,I need a restaurant in Indonesia for 7
1650,Table for 8 at a popular food court
1651,"Book The Crown at Whitebrook in the Solomon Islands for Dec. the twenty-third, 2029."
1652,I want to eat at a bar in Saudi Arabia that serves cannelloni.
1653,book an osteria in North Salt Lake for three
1654,Make reservations at a restaurant in Adrian that serves cheese steak
1655,Book a table for six in a Togo restaurant
1656,Book a table for 04:45 pm at a restaurant in Washington.
1657,book a restaurant this year in Manning
1658,"I need seats for six at a pub on January 15th, 2030"
1659,Book a table for 8 at a pub in North Carolina
1660,book a table for eight in Graf far away
1661,Find a table for 7 at a joint in OK that's far from here
1662,book a spot for 1 at a south american restaurant
1663,Book a pub with a pool in White Heath South Carolina.
1664,Please get me a reservation at a restaurant with a pool for manuela and yvonne
1665,Book a reservation for a restaurant in Wadsworth with parking
1666,make me a reservation at The Restaurant at Meadowood for a party of 7 in Armenia
1667,Book a reservation for 1 on march 17
1668,"book a bakery for lebanese on january 11th, 2032"
1669,Book a top-rated restaurant in Milton-Freewater.
1670,"I need a table in Ottoville on Feb. 15th, 2029 at Gus Stevens Seafood Restaurant & Buccaneer Lounge"
1671,I want to book a restaurant for four around Zapata
1672,Book a restaurant 2 months from now for seven people in New Caledonia.
1673,Find a reservation at Fish Express
1674,Find a table at a pizzeria in New Hampshire that has parking
1675,book a table at a restaurant in Saudi Arabia that serves presskopf
1676,I'd like to reserve a spot at a bakery in Guyana in feb.
1677,"I need to book a restaurant with a smoking room in AL

"
1678,Book a table in OH the city of Bock for party of ten for tonight
1679,I want to book a seafood bakery in Le Roy 
1680,"book Helianthushof in Hurffville, NJ"
1681,Can I get a table for 3 in GU at a restaurant in the neighboring area that serves chicken french?
1682,book a spot for 10 at Shopsins in Denmark on St. Patrick's Day
1683,"I'd like to go to a pub that has italian dressing for a party of 5 on February 11, 2033"
1684,I need seating at Floating restaurant in Tennessee for a group of 9
1685,book City Tavern in Poland
1686,In eight years and a half from now I'd like a reservation at a top-rated bar
1687,book me a restaurant in Ware Shoals that serves russian tea cake
1688,I need to book a table at a tavern that serve gnocchi for nine in Owenyo
1689,Book a table for 8 at a restaurant that serves far breton.
1690,I need a reservation for 02:53 at Hotel Arctic in State Road 
1691,I'd like a table for six in nine weeks at a restaurant in Tokelau
1692,book for 8 AM in Massachusetts for 1
1693,Can you get me a table at a chicken and waffles joint in New Mexico
1694,Book restaurnt at N9NE Group in Loogootee UT
1695,"I want to take christy, louise and alexandra to eat at 17:38:04 anywhere in NE"
1696,Book reservations at a restaurant that serves puglia for jan. 24th
1697,Book a bar in Holtville ND for 7 people.
1698,I need a table in the state of LA for katina and josefina gray
1699,book a restaurant in MS that can seat ten at 01:51:47 pm
1700,at ten AM I want to reserve a spot for 9 people to eat in Monaco.
1701,book a spot for vicki and I at a restaurant in Puerto Rico
1702,Book a breakfast in a restaurant for eight.
1703,I need to book a pub for 8 that has wifi
1704,book Bullfeathers
1705,Can you place a reservation for me at Ariston Cafe
1706,Book me a table at The Fat Duck in Ireland
1707,"Need a table at The Goof in Croatia for a party of three

"
1708,I have eight that would like to eat cretan in a cafeteria and need reservations.
1709,I'd like a table at a restaurant in KS in 5 hours from now
1710,Make me a reservation in NH for a party of two at a restaurant close by
1711,book a spot at a pub with tatar in Cambodia
1712,Find a table for five at Harveys in De Berry ID on April the 10th
1713,Book a pub that serves fries for 9 people.
1714,I want to find a restaurant to eat at in Westernport.
1715,book a caucasian serving steakhouse for 4 in Saint Pierre and Miquelon
1716,Book a restaurant in Belgium for ten in 24 weeks.
1717,book a gibassier serving tavern in Vermont for nine
1718,I need a table at Surf Taco in East Uniontown
1719,Book a hawaiian diner in South Carolina not far away in 1 second from now.
1720,I want to book a cafe for 3 in Fargo
1721,I'm looking for a local cafeteria that has wifi accesss for a party of 4
1722,book a restaurant for 4 of us
1723,table at Nankin Cafe fr one
1724,Book a restaurant in West Hattiesburg for 0 o'clock.
1725,book a spot for 2 at a restaurant in PW
1726,Book the Bobcat Bite in the Isle of Man for 6 people.
1727,"Get me a table at Prospect of Whitby in Blaine Hill, ID"
1728,party for 2 in Cleveland
1729,book a stuffed peppers serving bakery for 9 at Woodsfield VI
1730,"Book a table for lois, effie price and I for next Summer in Italy."
1731,I need to reserve a table for my baby and I at a tibetan tavern
1732,I want a table for seven at twenty three o'clock in Angola.
1733,"book a highly rated gastropub that has a pastelaria in Blue Anchor, MD in 55 weeks for my brother in law and I"
1734,"book a table for Sep. the second, 2020 at a highly rated place for me and my baby at a joint serving cambodian"
1735,book a restaurant for 8
1736,Book a restaurant for 2 at a cafe that I can get a croissant at
1737,Book a table at a restaurant in Portugal with parking for me and bonnie in 19 minutes
1738,book a spot in MI
1739,Make me a reservation in NE at a distant resturant that is a pizzeria
1740,book a spot for 9 at a churrascaria that serves ammonia cookie in Volga
1741,I'd like to eat at a restaurant one minute from now that's highly rated
1742,"On Dec. 13, 2018 I need a reservation for four in Arizona"
1743,Book an indoor restaurant near Wallington for 2
1744,I need to book an indoor pub in Strabane
1745,I'd like reservations for me and my grandkid at a top-rated restaurant that serves molise cuisine in PA.
1746,Book a churrascaria restaurant for 2 which serves mezes 
1747,Book a table for eight people please
1748,restaurant In Zimbabwe that is brasserie and has parking
1749,book north indian osteria at 12 am
1750,book a restaurant for one
1751,"I need a highly rated oyster bar in AR in a month   for jeanne collins, amy and I"
1752,book a table at a tea house in 21 hours in Northern Mariana Islands
1753,book a spot for 9 at The Counter
1754,book me a reservation at a pub restaurant that serves meatball in Stehekin for 2 people on 1/1/2018
1755,book a table for 6 at a restaurant in Nebraska
1756,book a irish serving brasserie in AZ
1757,"book me a restaurant for me, geneva and wilda for now in Blacksville"
1758,Find me a table for 1 at a restaurant with a pool at 3 am in Hitchcock FL
1759,I'd like to eat at a top-rated restaurant in Turks and Caicos Islands
1760,book a spot for 8 in a cafeteria with german chocolate cake in Ecru New Mexico
1761,I need a restaurant that can accommodate a party of ten in Avant.
1762,book me a reservation at Rustic inn
1763,I want to book a popular fast food food place in MN for my friend and I 
1764,Please book me seating at the food court in Hazel Green for nine
1765,book a Kuwait place at seven am at The Middle East
1766,I want to find an oyster bar with tetrazzini for 9 people
1767,book a spot for six in Greece
1768,Book a highly rated restaurant with northeastern for 10 in Satanta
1769,Make reservations for me at a taverna in Hong Kong
1770,please book a restaurant for nine members 
1771,Book a jewish churrascaria in Minnesota for 9 people.
1772,Book a restaurant close by downtown for nine in seven months
1773,"me, bobbie and colette want to go to The Peak Lookout in Felicity"
1774,I want to book a restaurant close-by my teenager's airbnb at 00:55 am
1775,Book a reservation for Clinton Street Baking Company & Restaurant distant from downtown
1776,Grab a table at a restaurant in Minnesota that serves ice cream cake
1777,I want to go to a highly rated fast food restaurant around Togo with two people total.
1778,book in Pine Bluffs for 5 people in the same area
1779,Find a reservation for six at a top-rated brasserie
1780,Need a restaurant booking for next week for a party of 6 in the state of OR
1781,Book a joint in sixteen minutes  for 9.
1782,Get me a highly rated restaurant in Nigeria
1783,Book a neighboring food truck with a spa in Dallesport for 4 people.
1784,Book a restaurant for 5 people.
1785,book a restaurant for 2 at top-rated Hoonah TN
1786,Book me a table for 3 at TKK Fried Chicken in Sri Lanka
1787,I would like reservations to a popular pub in Burkina for 10 people.
1788,I want to take me and my momy to eat in Flossmoor
1789,book a spot for ten at a top-rated  caucasian restaurant not far  from Selmer
1790, Book a restaurant in El Salvador for 10 people.
1791,Book a table for nine people next mar.
1792,"Book a reservation for five people at a restaurant with pool in Benkelman, MI in Apr."
1793,I need a cambodian brasserie restaurant that is top-rated
1794,"Please find me a table at a place that serves glace, has room for six and a pub atmosphere"
1795,I want to check out a pub that has internet in Homer City.
1796,I'd like to book a table at a restaurant for a group of 4
1797,Book a table over the internet for six at a food truck in Vanuatu for two pm
1798,restaurant in Niger for my mom and I
1799,"book a table for me and bettye at Washington, D.C. Jewish Community Center in Montana"
1800,me and edith want to eat in Coventry Lake
1801,book a restaurant faraway from Rwanda for two
1802,Find a table for madge and tami at a faraway joint on Sterling St that serves chicken divan
1803,Book a restaurant for ten people. 
1804,I need a table at a restaurant in Texas for kelley and suzette
1805,I'd like seats for five at a place in Verden right now
1806,I want an indoor restaurant for a party of five in Columbus Junction
1807,book a food court for 5 serving african food
1808,"I need to book a pool side bar, for 5 people 17 weeks from now, distant from here at Mountain Lakes."
1809,find a highly rated brasserie restaurant in Liberia and book a table for 5
1810,book a restaurant on next fall  for 5
1811,Make me a reservation in Hardesty at a joint the is indoor
1812,I need a table at a highly rated diner
1813,"I need reservations for a party of 3 on all souls' day in Temperance, North Dakota"
1814,I need a reservation for around London Borough
1815,book for six for 1 hour and 1 minute from now
1816,"Book a table at Carter House Inn in Saint Bonaventure, Alaska."
1817,find and book a table in WV
1818,Make reservations for 7 people at a top-rated brazilian pub around Rockaway Park-Beach 116th
1819,I need a reservation for a coffeehouse with nine people within the same area as Midland Park
1820,I need to find a restaurant for ten people at twelve am in Liechtenstein.
1821,Book a reservation at a restaraunt in CT
1822,book a table for 1 at a restaurant
1823,Book a CO table at Windows on the World
1824,Get me a reservation for 1 somewhere in Spade at seventeen o'clock
1825,Find me a table for two at seven somewhere in Australia
1826,"book a table for one at Monty's Hotel, Secunderabad"
1827,"I want to eat choucroute at a brasserie for 8
"
1828,"I need a bar for four that serves argentinian in D'Iberville, WY for twelve PM"
1829,book a spot at a Crown Burgers that is close by West Compton
1830,Book a table at T-Rex in one minute in Osierfield
1831,Book a restaurant at a steakhouse around in town that serves empanada for me and my son
1832,Please get seating for me and my children
1833,book a restaurant for seven on last december in Kentucky
1834,Book a Theme restaurant in Cameroon for 6 people.
1835,"Book reservations at a restaurant with vickie and caitlin on February the second, 2018"
1836,"Book a diner place or me and my best friend on Holy Saturday, capital of United Arab Emirates, where they serve pepperoni dishes"
1837,I need a reservation for eight at The Original Soup Man in Northern Mariana Islands
1838,book a spot for one at a restaurant in ID
1839,book a table around London Borough of Ealing that is highly rated in a gluten free bar
1840,"Book me a lunch at Boreas for a party of 8
"
1841,Book a table for my granddaughter and I at the highly rated restaurant that is close by in Tuvalu.
1842,Book a restaurant within the same area of Ely for 10 people.
1843,I need a restaurant that has internet access for a party of six
1844,Make me a reservation at a bar for a party of 7 in indonesian
1845,I'd like a table for 3 at a brasserie in Hillview NE that has mineiro
1846,book a spot at Leopold Cafe in Bhutan
1847,Reserve a table for ten people in Brenham in 5 years .
1848,Get me reservations for an indoor Honduras restaurant.
1849,"I need a reservation for february 27, 2020 at a bar that serves pate"
1850,Make me a reservation for elvira and I in Brazil
1851,book a spot at an indoor gastropub in NY
1852,Book a reservation for a popular bakery in Patetown
1853,Book a steakhouse with a pool for eight people.
1854,book a southeastern restaurant in Heard Island and McDonald Islands
1855,book a spot for 8 at a popular taverna
1856,I would like to book a tea house at 08:05
1857,I need a reservation for 2 within walking distance of Hoyt St
1858,Book me a restaurant reservation in Madagascar
1859,book a spot at a taverna with internet in Mississippi
1860,I would like to book a frozen yogurt restaurant for one
1861,Need book a restaurant for this Autumn in Illinois
1862,I need to book a restaurant at supper time in IL
1863,Book a restaurant in Switzerland for 3.
1864,"i'd like reservations for two at a pizzeria, 22 weeks from now."
1865,"Need a resevation for a cafeteria stle restaraunt in the country of Liberia for a party of 10
"
1866,Please reserve a table for five to get chicken fingers at a cafeteria in Mexico.
1867,Book a restaurant in the Marshall Islands for two people.
1868,book a restaurant for seven
1869,"Book a table at Grecian Coffee House for 7 on Apr. 7th, 2024"
1870,book for seven at Cozy Dog Drive In
1871,Find a reservation in Hesston NC at a new restaurant
1872,book a restaurant for 4
1873,"book a restaurant this week for joni, wilda sanders and I in AL"
1874,I need to go to a restaurant a safe distant from the United States
1875,I need a reservation in Steele City 
1876,Book a table somewhere in Dominica for 2 minutes from now
1877,Book reservations at Phase 1 in La Jara
1878,"book a table for June the thirteenth, 2033 in Saint Barthelemy for 6 at an indoor tea house"
1879,i want to eat a highly rated breakfast restaurant
1880,I need a reservation for a party of ten in Algeria.
1881,need a table at a restaurant serving foie gras on halloween for two at Northern Mariana Islands
1882,Book me a table at The Restaurant at Meadowood within the same area in Kentucky
1883,I need a restaurant for a party of three
1884,Book restaurant for party of 7 at a pub in Ford Heights
1885,Book a table at a brasserie type restaurant that serves jain for a party of 8
1886,"I want to book a bar in Bow Mar, New Mexico"
1887,I want to eat at a brasserie that has internet near Greenland at elevenses.
1888,Book a reservation for me and my wife at The Middle East in Guernsey
1889,I need a reservation for January 9 at a restaurant that serves souvlaki nearby Cypress Av for a party of 1
1890,Need table for two in Pleasant City
1891,"book for jessie, dale wright and lupe at a bistro on feb. 20, 2040"
1892,book a spot for 1 at a restaurant this Evening
1893,I want to book Dinner by Heston Blumenthal in AL.
1894,Book a restaurant for a meal for 4 people.
1895,BOok me a table for 5 at a best rated restaurant in Italy
1896,book a table at one o'clock at a bar that has parking
1897,book a spot at The Red Onion in San Marino for next week
1898,book a table for six at Hubbell House in NE
1899,I need a restaurant in Iowa for 0 o'clock
1900,book a table for three at 0 am at a bar with wifi in Schuyler Lake
1901,Book a restaurant for one for this month.
1902,book a table at Atlantic Grill in Lofgreen
1903,I'm looking for the best bistro that serves mongolian food that has room for two people in Marshall Islands.
1904,book a restaurant for three on feb. 18
1905,Find a pub for me in FM
1906,Book a reservation for a bistro
1907,I need a table at a steakhouse in Encino that serves meatcake
1908,Book a reservation for bettye and lakeisha jimenez at a bar
1909,Book a reservation for seven people at a bar in Kentucky
1910,Need a table for a party of 3 in Laos at a Theme restaurant
1911,Book me a reservation nearby my neighborhood
1912,Book a table at any restaurant for eight people
1913,book for sherry and concepcion in Nunam Iqua at the best restaurant
1914,I have a party of 8 and we want to go to a restaurant that serves croquembouche
1915,Book a table for nine at Canteen Lunch in the Alley at Midnight
1916,I would like to book a food truck with mughlai cuisine in Somalia
1917,Book a reservation for one at a highly rated restaurant in Datil
1918,"Book a restaurant in Goshenville PR for October 16, 2038."
1919,book indian food at a highly rated pub for 1 for 02:22 pm
1920,book me a reservation at a highly rated tavern in Hornersville
1921,"I need a place that serves smelt for a party of 4, preferably a taverna"
1922,I want to book the Black Cat Bar in AR
1923,book at table at Forest Av restaurant close-by for 2 1 second from now
1924,table for eight at The Berghoff in Sistersville in Jul.
1925,At 8 AM I want to eat at The Rosebud in the Federated States Of Micronesia
1926,I would like to book a brasserie for nine in AR
1927,book a restaurant not far from Municipal Borough of Ealing for today
1928,Book the best close-by bar in Union City.
1929,Book a restaurant faraway from Albertson now.
1930,"I want to book the distant downtown Tribeca Grill for august the twenty-third, 2025 for wilda and jacklyn"
1931,book a bar in SC in Leonville
1932,book a spot for 1 at a pub with internet
1933,"Book a spot for ten in Morris Ranch SD on nov. the twenty-second, 2023"
1934,"I want a table for me and my kids in Turkey at a neighboring restaurant
"
1935,book a spot at a sushis diner in Minnesota
1936,Book a restaurant that serves vezione verro one second from now.
1937,I'd like a reservation for Thornbury Castle three hours from now in NM.
1938,"I want to book a restaurant in a distant ID spa for lidia, latasha and diann."
1939,book a table for 8 in China 16 hours ten minutes and one second from now
1940,Book a reservation for a popular restaurant in Federated States Of Micronesia
1941,book a table at Jacob Wirth Restaurant for 8
1942,Book a table for april twenty-second at a pub which serves creole
1943,Book a reservation for a taverna at Sunrise in Kaanapali
1944,Book a reservation for four in Cajah's Mountain in 1 year
1945,Book a cafeteria with wifi
1946,Can I reserve the Khedive Palace restaurant for aug. fifth in Christina?
1947,Find a restaurant in FM that servec quiche 
1948,"Book a restaurant in Northern Mariana Islands with kristine, alisha and florine."
1949,Book The Mustard Seed in Turks and Caicos Islands for 9 people.
1950,I want to book a restaurant
1951,Get me a reservation for two at a restaurant which serves burger.
1952,I want to book a restaurant in Barbados that serves creole.
1953,I need a reservation for five at a top-rated english restaurant in Elma
1954,I need a reservation at sunrise for melva and heidi at a local restaurant.
1955,I want to take me and my crew to the smoking room restaurant
1956,need a table at Colony in Sri Lanka next year
1957,book a spot at Rimsky-Korsakoffee House in Mackville
1958,Book a brazilian diner for 9 that's highly rated within the same area as Comoros
1959,Book reservation at a restaurant in South Mills MT for one at 07:07
1960,"Book a restaurant with a pool far from robbie's hostel for me, chandra and noelle at nine PM."
1961,I'd like to go to a restaurant in French Polynesia
1962,I would like to book a restaurant in Singapore for nine in 19 hours and 1 second 
1963,Book a restaurant for one person at three pm
1964,book a spot at a coffeehouse in New York with wifi at 8 pm
1965,Can you get seating for 1 person at a cafeteria in Pauls Crossroads
1966,I need a table at The Apple Pan for reva and bernadine
1967,I want a reservation for 11:16:07 at The Fort in South Carolina.
1968,I would like to book a highly rated brasserie with souvlaki neighboring LA next week 
1969,Book a table for 3 at a top-rated restaurant.
1970,Book a restaurant in Kamrar for midday.
1971,Book a bistro in New Zealand in 119 and a half days.
1972,Book a brasserie restaurant at 18:28 and order wings.
